segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,lamf_L1,lamf_L2,lamf_L3,lamf_L4
dlgs_36_2023__articolo__67,dlgs_36_2023,dlgs_36_2023,articolo,67,ok,"[{""testo"": ""sono disciplinati dal regolamento di cui all’articolo 100, comma 4"", ""layer"": ""L3"", ""motivo"": ""This delegates the concrete discipline to a regulatory act, which is characteristic of implementing/regulatory norms rather than primary codification.""}, {""testo"": ""L’allegato II.12 disciplina, nelle more dell’adozione del regolamento"", ""layer"": ""L3"", ""motivo"": ""An annex operating as interim implementation rules specifies how the regime applies pending the regulation.""}, {""testo"": ""sono computati cumulativamente in capo al consorzio"", ""layer"": ""L4"", ""motivo"": ""This is a detailed operational rule on how to calculate and attribute requirements in practice.""}, {""testo"": ""i requisiti generali di cui agli articoli 94 e 95 sono posseduti"", ""layer"": ""L2"", ""motivo"": ""The provision cross-references core statutory requirements and allocates legal burdens within the codified procurement framework.""}, {""testo"": ""senza che ciò costituisca subappalto"", ""layer"": ""L4"", ""motivo"": ""This is a specific legal-effect rule governing the operational classification of performance arrangements.""}, {""testo"": ""indicano in sede di offerta"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete procedural disclosure requirement tied to the tender submission.""}, {""testo"": ""a pena di esclusione"", ""layer"": ""L4"", ""motivo"": ""This establishes an enforcement mechanism with immediate procedural consequences.""}, {""testo"": ""ai fini del rilascio o del rinnovo dell’attestazione di qualificazione SOA"", ""layer"": ""L4"", ""motivo"": ""This concerns a specific qualification procedure and its operational conditions.""}, {""testo"": ""Per la qualificazione alla classifica di importo illimitato"", ""layer"": ""L4"", ""motivo"": ""This sets a numerical qualification threshold, which is a hallmark of procedural/operational norms.""}, {""testo"": ""Gli atti adottati dall’ANAC restano efficaci fino alla data di entrata in vigore del regolamento"", ""layer"": ""L3"", ""motivo"": ""This preserves the temporary effectiveness of authority-issued soft law pending a regulation, placing it in the implementing layer.""}]",0.0,20.0,35.0,45.0
dlgs_36_2023__articolo__68,dlgs_36_2023,dlgs_36_2023,articolo,68,ok,"[{""testo"": ""Le stazioni appaltanti possono"", ""layer"": ""L1"", ""motivo"": ""This confers discretionary regulatory power on contracting authorities, reflecting a general enabling norm rather than a detailed operational rule.""}, {""testo"": ""non possono essere obbligati ad avere una forma giuridica specifica"", ""layer"": ""L2"", ""motivo"": ""This establishes a general legal entitlement and structural rule for tender participation, typical of codifying legislation.""}, {""testo"": ""I raggruppamenti temporanei non possono essere obbligati"", ""layer"": ""L2"", ""motivo"": ""This is a substantive statutory rule defining the legal regime of temporary groups, not merely an implementation detail.""}, {""testo"": ""in sede di offerta sono specificate le categorie di lavori"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete procedural content requirement for bids, which is a detailed operational norm.""}, {""testo"": ""l'offerta deve essere sottoscritta da tutti gli operatori economici"", ""layer"": ""L4"", ""motivo"": ""This is a formal requirement for the validity of the offer, characteristic of procedural-operational regulation.""}, {""testo"": ""mandato collettivo speciale con rappresentanza"", ""layer"": ""L4"", ""motivo"": ""This specifies the exact legal instrument and its use in the formation of the grouping, indicating operational detail.""}, {""testo"": ""Il mandato deve risultare da scrittura privata autenticata"", ""layer"": ""L4"", ""motivo"": ""This imposes a precise formal requirement on the act of mandate, which is a classic procedural rule.""}, {""testo"": ""Il mandato è gratuito e irrevocabile"", ""layer"": ""L4"", ""motivo"": ""This sets specific legal effects and enforcement consequences, showing detailed operational regulation.""}, {""testo"": ""responsabilità solidale"", ""layer"": ""L4"", ""motivo"": ""This allocates a concrete liability regime for participants, functioning as an enforcement mechanism.""}, {""testo"": ""l'esclusione dei concorrenti"", ""layer"": ""L4"", ""motivo"": ""This provides a direct sanction for non-compliance, which is a detailed enforcement provision.""}, {""testo"": ""annullamento dell'aggiudicazione o la risoluzione del contratto"", ""layer"": ""L4"", ""motivo"": ""This specifies the legal consequences of violation, making it an operational enforcement norm.""}, {""testo"": ""Si applicano in quanto compatibili le disposizioni contenute nell’allegato II.12"", ""layer"": ""L3"", ""motivo"": ""This refers to an implementing annex that operationalizes the statutory framework, placing it in the regulatory layer.""}, {""testo"": ""Il presente articolo trova applicazione, in quanto compatibile"", ""layer"": ""L3"", ""motivo"": ""This is a cross-application clause that coordinates implementation across related regimes, typical of regulatory norms.""}]",5.0,25.0,10.0,60.0
dlgs_36_2023__articolo__69,dlgs_36_2023,dlgs_36_2023,articolo,69,ok,"[{""testo"": ""Accordo sugli Appalti Pubblici (AAP) e altri accordi internazionali"", ""layer"": ""L1"", ""motivo"": ""This references the international and constitutional/legal framework that conditions public procurement rules, which is part of the primary normative setting.""}, {""testo"": ""cui l'Unione è vincolata"", ""layer"": ""L1"", ""motivo"": ""The binding nature of international commitments places the provision within the higher-level legal framework that the code must respect.""}, {""testo"": ""le stazioni appaltanti applicano"", ""layer"": ""L2"", ""motivo"": ""This is an operative statutory rule addressed to contracting authorities, typical of codified legislative provisions.""}, {""testo"": ""un trattamento non meno favorevole"", ""layer"": ""L2"", ""motivo"": ""This establishes a substantive legal obligation and general rule of conduct, which belongs to codification rather than implementation.""}, {""testo"": ""ai sensi del codice"", ""layer"": ""L2"", ""motivo"": ""The provision directly integrates into the procurement code and defines the legal standard to be applied.""}]",20.0,80.0,0.0,0.0
dlgs_36_2023__articolo__70,dlgs_36_2023,dlgs_36_2023,articolo,70,ok,"[{""testo"": ""Articolo 70. Procedure di scelta e relativi presupposti."", ""layer"": ""L2"", ""motivo"": ""This is codified statutory discipline of procurement procedures, setting the general legal framework for choice of procedure.""}, {""testo"": ""le stazioni appaltanti utilizzano la procedura aperta, la procedura ristretta, la procedura competitiva con negoziazione"", ""layer"": ""L2"", ""motivo"": ""It establishes the legally available procedure types and their general use, which is typical of codification norms rather than implementation.""}, {""testo"": ""Nei soli casi previsti dall’articolo 76"", ""layer"": ""L2"", ""motivo"": ""This cross-reference to another statutory provision defines a legal precondition within the code, not a mere operational detail.""}, {""testo"": ""In sede di prima applicazione del codice, l’allegato II.5 è abrogato"", ""layer"": ""L3"", ""motivo"": ""The reference to an implementing regulation and the transitional abrogation of an annex shows a regulatory/implementing function.""}, {""testo"": ""con decreto del Ministro delle infrastrutture e dei trasporti"", ""layer"": ""L3"", ""motivo"": ""This expressly delegates substitution of the annex to a ministerial implementing act, which is characteristic of secondary regulation.""}, {""testo"": ""In ogni caso, il numero minimo di candidati non può essere inferiore a cinque"", ""layer"": ""L4"", ""motivo"": ""This is a precise numerical procedural rule governing the conduct of the procedure.""}, {""testo"": ""a tre nelle altre procedure"", ""layer"": ""L4"", ""motivo"": ""This is another concrete threshold, typical of detailed operational norms.""}, {""testo"": ""offerte ricevute oltre i termini indicati nel bando o nell'invito"", ""layer"": ""L4"", ""motivo"": ""It regulates a specific deadline-based admissibility criterion, which is procedural-operational in nature.""}, {""testo"": ""le stazioni appaltanti garantiscono la parità di trattamento di tutti i partecipanti"", ""layer"": ""L4"", ""motivo"": ""Although framed as a principle, here it operates as a concrete rule for the negotiation/dialogue phase of the procedure.""}]",0.0,15.0,10.0,75.0
dlgs_36_2023__articolo__71,dlgs_36_2023,dlgs_36_2023,articolo,71,ok,"[{""testo"": ""Nelle procedure aperte qualsiasi operatore economico interessato può presentare un'offerta"", ""layer"": ""L2"", ""motivo"": ""This states the general legal entitlement to participate in an open procedure, which is a codifying rule defining rights and the basic procedure.""}, {""testo"": ""Il termine minimo per la ricezione delle offerte è di trenta giorni"", ""layer"": ""L4"", ""motivo"": ""This sets a precise deadline, which is a detailed procedural rule.""}, {""testo"": ""Le offerte sono accompagnate dalle informazioni richieste dalla stazione appaltante"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete formal requirement on the content of bids.""}, {""testo"": ""Le stazioni appaltanti possono fissare un termine non inferiore a quindici giorni"", ""layer"": ""L4"", ""motivo"": ""This provides a specific alternative deadline and operational condition, typical of procedural detail.""}, {""testo"": ""se per ragioni di urgenza, specificamente motivate"", ""layer"": ""L4"", ""motivo"": ""This adds a formal justification requirement for using the shortened deadline.""}, {""testo"": ""il termine minimo ... può essere ridotto a quindici giorni"", ""layer"": ""L4"", ""motivo"": ""This is a numerical exception rule governing the practical conduct of the procedure.""}, {""testo"": ""l'avviso di pre-informazione contenga tutte le informazioni richieste per il bando di gara"", ""layer"": ""L4"", ""motivo"": ""This specifies a detailed content requirement for a prior notice.""}, {""testo"": ""sia stato inviato alla pubblicazione da non meno di trentacinque giorni e non oltre dodici mesi"", ""layer"": ""L4"", ""motivo"": ""This sets precise temporal thresholds, which are quintessential operational rules.""}, {""testo"": ""in sede di prima applicazione del codice"", ""layer"": ""L3"", ""motivo"": ""This transitional clause manages the implementation of the code and points to a future regulatory substitution mechanism.""}, {""testo"": ""un corrispondente regolamento adottato ai sensi dell’articolo 17, comma 3, della legge 23 agosto 1988, n. 400"", ""layer"": ""L3"", ""motivo"": ""This expressly refers to a secondary regulatory act that will implement and replace the annex, which is characteristic of implementing norms.""}, {""testo"": ""l’allegato II.6 è abrogato"", ""layer"": ""L3"", ""motivo"": ""This is an implementation-related transitional effect tied to a future regulation, not a primary codification rule.""}, {""testo"": ""avviso di indizione di gara"", ""layer"": ""L2"", ""motivo"": ""This identifies the basic procedural trigger within the code's general framework for open procedures.""}, {""testo"": ""articolo 84"", ""layer"": ""L1"", ""motivo"": ""This cross-reference to the code's structural provisions indicates a higher-level internal delegation framework rather than an operational detail.""}]",5.0,55.0,15.0,25.0
dlgs_36_2023__articolo__72,dlgs_36_2023,dlgs_36_2023,articolo,72,ok,"[{""testo"": ""Articolo 72. Procedura ristretta."", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory provision within the procurement code, but it mainly operates through detailed procedural rules rather than setting primary principles.""}, {""testo"": ""Il termine minimo per la ricezione delle domande di partecipazione è di trenta giorni"", ""layer"": ""L4"", ""motivo"": ""It establishes a precise deadline, which is a classic procedural-operational rule.""}, {""testo"": ""il termine minimo per la presentazione delle offerte può essere ridotto a dieci giorni"", ""layer"": ""L4"", ""motivo"": ""It sets a numerical threshold and an operational exception governing the procedure.""}, {""testo"": ""purché concorrano le seguenti circostanze"", ""layer"": ""L4"", ""motivo"": ""It specifies conditional requirements for applying the deadline reduction, which is detailed procedural regulation.""}, {""testo"": ""un termine non inferiore a quindici giorni"", ""layer"": ""L4"", ""motivo"": ""It prescribes a minimum time limit in a concrete procedural scenario.""}]",0.0,10.0,0.0,90.0
dlgs_36_2023__articolo__73,dlgs_36_2023,dlgs_36_2023,articolo,73,ok,"[{""testo"": ""Articolo 73. Procedura competitiva con negoziazione."", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory rule defining a procurement procedure and its legal framework, which is characteristic of a legislative decree/code level.""}, {""testo"": ""Nelle procedure competitive con negoziazione qualsiasi operatore economico può presentare una domanda di partecipazione"", ""layer"": ""L2"", ""motivo"": ""It establishes a general right and procedural entitlement for economic operators, which is a substantive codification norm rather than a mere implementation detail.""}, {""testo"": ""Solo gli operatori economici invitati dalla stazione appaltante"", ""layer"": ""L2"", ""motivo"": ""This sets a general legal condition for participation and access to the procedure, typical of codified procurement legislation.""}, {""testo"": ""Le stazioni appaltanti individuano l'oggetto dell'appalto"", ""layer"": ""L3"", ""motivo"": ""It assigns operational discretion to contracting authorities on how to specify the procurement object, reflecting implementing guidance within the statutory framework.""}, {""testo"": ""in applicazione del criterio di aggiudicazione ivi indicato"", ""layer"": ""L3"", ""motivo"": ""This refers to the practical application of an already established award criterion, which is an implementation-oriented rule.""}, {""testo"": ""Il termine minimo per la ricezione delle domande di partecipazione è di dieci giorni"", ""layer"": ""L4"", ""motivo"": ""This is a detailed procedural deadline, a classic operational norm.""}, {""testo"": ""Il termine minimo per la ricezione delle offerte iniziali è di venticinque giorni"", ""layer"": ""L4"", ""motivo"": ""This provides a precise time limit governing the procedure, which is a technical-operational provision.""}, {""testo"": ""La stazione appaltante informa per iscritto"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete formal requirement for communication, falling within procedural-operational rules.""}]",0.0,85.0,5.0,10.0
dlgs_36_2023__articolo__74,dlgs_36_2023,dlgs_36_2023,articolo,74,ok,"[{""testo"": ""Il termine minimo per la ricezione delle domande di partecipazione è di trenta giorni"", ""layer"": ""L4"", ""motivo"": ""This sets a precise procedural deadline, which is a typical operational rule.""}, {""testo"": ""Le stazioni appaltanti indicano nel bando di gara o nell’avviso di indizione di gara"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete publication and disclosure requirement for the procedure.""}, {""testo"": ""Il dialogo competitivo prosegue finché la stazione appaltante non individua la soluzione"", ""layer"": ""L4"", ""motivo"": ""This regulates the step-by-step conduct of the procedure in operational terms.""}, {""testo"": ""Le offerte presentate possono essere, su richiesta della stazione appaltante, chiarite, precisate e perfezionate"", ""layer"": ""L4"", ""motivo"": ""This provides detailed procedural mechanics for handling and refining bids.""}, {""testo"": ""L’appalto è aggiudicato unicamente sulla base del criterio dell’offerta con il miglior rapporto qualità/prezzo"", ""layer"": ""L2"", ""motivo"": ""This is a substantive statutory rule defining the award criterion within the codified procurement framework.""}, {""testo"": ""Il dialogo competitivo riguarda tutti gli aspetti dell’appalto"", ""layer"": ""L2"", ""motivo"": ""This establishes the legal scope and structure of the procurement procedure at the code level.""}]",0.0,20.0,0.0,80.0
dlgs_36_2023__articolo__75,dlgs_36_2023,dlgs_36_2023,articolo,75,ok,"[{""testo"": ""Articolo 75. Partenariato per l’innovazione."", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory provision defining a procurement procedure within the legislative framework, which is characteristic of transposition/codification norms.""}, {""testo"": ""Nei documenti di gara la stazione appaltante identifica l’esigenza"", ""layer"": ""L4"", ""motivo"": ""It prescribes a concrete procedural duty for contracting authorities in tender documents.""}, {""testo"": ""Il termine minimo per la ricezione delle domande di partecipazione è di trenta giorni"", ""layer"": ""L4"", ""motivo"": ""This sets a precise deadline, which is a typical operational rule.""}, {""testo"": ""Gli appalti sono aggiudicati unicamente sulla base del miglior rapporto qualità/prezzo"", ""layer"": ""L4"", ""motivo"": ""It establishes a specific award rule governing the procedure's operation.""}, {""testo"": ""Il partenariato per l'innovazione è strutturato in fasi successive"", ""layer"": ""L3"", ""motivo"": ""This provides an implementing framework for how the procedure is organized in practice.""}, {""testo"": ""Sulla base degli obiettivi intermedi e del loro effettivo conseguimento"", ""layer"": ""L3"", ""motivo"": ""This specifies the operational mechanism for monitoring and possibly terminating the partnership.""}, {""testo"": ""L’offerta iniziale e quelle successive, esclusa l’offerta finale, possono essere negoziate"", ""layer"": ""L4"", ""motivo"": ""This is a detailed procedural rule on negotiation phases and their limits.""}, {""testo"": ""concede agli offerenti un tempo sufficiente per modificare e ripresentare"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete procedural requirement on the contracting authority.""}]",0.0,20.0,10.0,70.0
dlgs_36_2023__articolo__76,dlgs_36_2023,dlgs_36_2023,articolo,76,ok,"[{""testo"": ""nel rispetto dei principi di cui agli articoli 1, 2 e 3"", ""layer"": ""L1"", ""motivo"": ""This refers to overarching principles that frame the exercise of procurement powers, which is characteristic of primary normative guidance.""}, {""testo"": ""Le stazioni appaltanti possono ricorrere a una procedura negoziata senza pubblicazione di un bando"", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory rule defining when a procurement procedure may be used, typical of a legislative decree or code-level norm.""}, {""testo"": ""Le eccezioni di cui al comma 2"", ""layer"": ""L2"", ""motivo"": ""The provision structures legal exceptions within the general statutory framework, which is a codification function rather than mere implementation.""}, {""testo"": ""A tali fini le stazioni appaltanti tengono conto degli esiti delle consultazioni di mercato"", ""layer"": ""L3"", ""motivo"": ""This specifies an operational method for applying the statutory rule, resembling an implementing or regulatory prescription.""}, {""testo"": ""dandone motivatamente conto nel primo atto della procedura"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete procedural duty tied to a specific act and timing, which is a detailed operational requirement.""}, {""testo"": ""quando non sia stata presentata alcuna offerta"", ""layer"": ""L4"", ""motivo"": ""This sets a precise factual trigger for using the procedure, which is a detailed procedural condition.""}, {""testo"": ""la durata di tali contratti e dei contratti rinnovabili non può comunque di regola superare i tre anni"", ""layer"": ""L4"", ""motivo"": ""This is a numerical temporal limit, a classic operational rule.""}, {""testo"": ""In quest'ultimo caso, tutti i vincitori devono essere invitati a partecipare ai negoziati"", ""layer"": ""L4"", ""motivo"": ""This prescribes a specific participation requirement in the procedure, which is a detailed operational norm.""}, {""testo"": ""selezionando almeno tre operatori economici"", ""layer"": ""L4"", ""motivo"": ""This establishes a minimum numerical threshold for the selection phase, clearly belonging to procedural-operational rules.""}]",5.0,15.0,10.0,70.0
dlgs_36_2023__articolo__77,dlgs_36_2023,dlgs_36_2023,articolo,77,ok,"[{""testo"": ""non comporti una violazione dei principi di non discriminazione e di trasparenza"", ""layer"": ""L1"", ""motivo"": ""This invokes fundamental procurement principles that frame the legality of the consultation activity.""}, {""testo"": ""Le stazioni appaltanti possono svolgere consultazioni di mercato"", ""layer"": ""L2"", ""motivo"": ""It establishes an ordinary legal power and general rule for contracting authorities within the procurement framework.""}, {""testo"": ""per predisporre gli atti di gara"", ""layer"": ""L2"", ""motivo"": ""This defines a general procedural function within the codified procurement regime rather than a mere technical detail.""}, {""testo"": ""possono acquisire informazioni, consulenze, relazioni"", ""layer"": ""L3"", ""motivo"": ""It specifies the operational means by which the general power is exercised, functioning as an implementing rule.""}, {""testo"": ""da parte di esperti, operatori di mercato, autorità indipendenti"", ""layer"": ""L3"", ""motivo"": ""This identifies the categories of actors involved in the implementation of the consultation mechanism.""}, {""testo"": ""Tale documentazione può essere utilizzata anche nella pianificazione e nello svolgimento della procedura di appalto"", ""layer"": ""L4"", ""motivo"": ""It regulates the concrete use of the acquired material in the procurement process, which is an operational rule.""}, {""testo"": ""la scelta delle procedure di gara"", ""layer"": ""L4"", ""motivo"": ""This concerns a specific procedural step in the tender workflow, making it a detailed operational provision.""}, {""testo"": ""non abbia l'effetto di falsare la concorrenza"", ""layer"": ""L4"", ""motivo"": ""This sets a concrete condition for admissibility in application, functioning as an operational enforcement constraint.""}]",15.0,25.0,20.0,40.0
dlgs_36_2023__articolo__78,dlgs_36_2023,dlgs_36_2023,articolo,78,ok,"[{""testo"": ""the contracting authority adopts appropriate measures to ensure transparency and that competition is not distorted"", ""layer"": ""L3"", ""motivo"": ""This sets an implementing standard for how the authority must operationally safeguard the principles of transparency and competition.""}, {""testo"": ""the communication to the other candidates and tenderers of relevant information exchanged during the preliminary consultations"", ""layer"": ""L4"", ""motivo"": ""This is a concrete procedural obligation specifying a required action during the procurement process.""}, {""testo"": ""the setting of adequate time limits for the receipt of tenders"", ""layer"": ""L4"", ""motivo"": ""This establishes a detailed operational deadline requirement, typical of procedural norms.""}, {""testo"": ""within a period not exceeding ten days"", ""layer"": ""L4"", ""motivo"": ""This is a precise numerical deadline, which is characteristic of detailed procedural regulation.""}, {""testo"": ""the interested candidate or tenderer is excluded from the procedure"", ""layer"": ""L4"", ""motivo"": ""This provides a specific enforcement consequence tied to the procedure's operation.""}, {""testo"": ""the measures adopted by the contracting authority are indicated in the single report"", ""layer"": ""L4"", ""motivo"": ""This is a formal reporting requirement governing the administrative handling of the procedure.""}, {""testo"": ""participation in preliminary consultations of candidates or tenderers"", ""layer"": ""L2"", ""motivo"": ""The article codifies a sectoral rule governing a specific stage of procurement procedure and the rights/obligations of participants.""}, {""testo"": ""if it is not possible to ensure compliance with the principle of equal treatment"", ""layer"": ""L2"", ""motivo"": ""This embeds a general legal principle into the codified procurement framework, defining the condition for further procedural consequences.""}, {""testo"": ""the contracting authority invites the interested candidate or tenderer to provide evidence"", ""layer"": ""L3"", ""motivo"": ""This specifies the operational step the authority must take before exclusion, implementing the codified rule.""}, {""testo"": ""the candidate or tenderer ... has otherwise participated in the preparation of the award procedure"", ""layer"": ""L2"", ""motivo"": ""This defines the substantive scope of the rule within the codified procurement regime.""}]",10.0,20.0,25.0,45.0
dlgs_36_2023__articolo__79,dlgs_36_2023,dlgs_36_2023,articolo,79,ok,"[{""testo"": ""Articolo 79. Specifiche tecniche."", ""layer"": ""L2"", ""motivo"": ""This is a codified statutory provision within the procurement code, setting the legal framework for technical specifications.""}, {""testo"": ""Le specifiche tecniche sono definite e disciplinate"", ""layer"": ""L3"", ""motivo"": ""The article delegates the concrete discipline of the matter to a lower-level implementing source, which is characteristic of regulatory/implementing norms.""}, {""testo"": ""dall’allegato II.5"", ""layer"": ""L3"", ""motivo"": ""An annex used to specify operational content functions as an implementing instrument that details how the primary rule is applied.""}]",0.0,20.0,80.0,0.0
dlgs_36_2023__articolo__80,dlgs_36_2023,dlgs_36_2023,articolo,80,ok,"[{""testo"": ""Le etichettature sono definite e disciplinate dall’allegato II.5"", ""layer"": ""L3"", ""motivo"": ""This is a referral to an annex that sets out implementing rules, which is characteristic of regulatory/implementing norms rather than primary or codifying legislation.""}]",0.0,0.0,100.0,0.0
dlgs_36_2023__articolo__81,dlgs_36_2023,dlgs_36_2023,articolo,81,ok,"[{""testo"": ""\""the information of Annex II.6\"""", ""layer"": ""L3"", ""motivo"": ""This refers to an implementing annex that operationally specifies the content of the notice, which is characteristic of regulatory/implementing norms.""}, {""testo"": ""\""the Public Procurement Database\"""", ""layer"": ""L3"", ""motivo"": ""The reference to ANAC and the database concerns the administrative mechanism for transmission and publication, which is an implementing detail rather than a primary rule.""}, {""testo"": ""\""by 31 December of each year\"""", ""layer"": ""L4"", ""motivo"": ""This is a precise deadline that governs the practical timing of the obligation, typical of procedural-operational norms.""}, {""testo"": ""\""publish on their institutional website\"""", ""layer"": ""L4"", ""motivo"": ""This prescribes the concrete publication channel, a detailed operational requirement.""}, {""testo"": ""\""not less than thirty-five days and not more than twelve months\"""", ""layer"": ""L4"", ""motivo"": ""This sets exact temporal thresholds for the procedure, which is a classic procedural-operational rule.""}, {""testo"": ""\""without further publication of a contract notice\"""", ""layer"": ""L4"", ""motivo"": ""This establishes a specific procedural effect and condition for using the notice as a call for competition.""}, {""testo"": ""\""the period covered by the prior information notice may not exceed twelve months\"""", ""layer"": ""L4"", ""motivo"": ""This is a detailed duration limit that directly regulates the operational use of the notice.""}]",0.0,0.0,20.0,80.0
dlgs_36_2023__articolo__82,dlgs_36_2023,dlgs_36_2023,articolo,82,ok,"[{""testo"": ""Articolo 82. Documenti di gara."", ""layer"": ""L3"", ""motivo"": ""This is a codified article heading that organizes the operational content of procurement documentation, but it does not itself set detailed procedures.""}, {""testo"": ""Costituiscono documenti di gara, in particolare:"", ""layer"": ""L4"", ""motivo"": ""It defines the concrete categories of tender documents in an operational way, specifying the applicable documentary set.""}, {""testo"": ""il bando, l’avviso di gara o la lettera d’invito"", ""layer"": ""L4"", ""motivo"": ""This is a detailed enumeration of specific procurement documents, which is procedural and application-oriented.""}, {""testo"": ""In caso di contrasto o contraddittorietà"", ""layer"": ""L4"", ""motivo"": ""It establishes an operative rule for resolving conflicts among documents, which is a practical enforcement mechanism.""}, {""testo"": ""prevalgono quelle inserite nel bando o nell’avviso di gara"", ""layer"": ""L4"", ""motivo"": ""This sets the hierarchy of precedence among documents, a concrete rule for day-to-day procurement procedure.""}]",0.0,0.0,20.0,80.0
dlgs_36_2023__articolo__83,dlgs_36_2023,dlgs_36_2023,articolo,83,ok,"[{""testo"": ""Tutte le procedure di scelta del contraente sono indette mediante bandi o avvisi di gara"", ""layer"": ""L2"", ""motivo"": ""This is a codifying rule that establishes the general legal requirement for how procurement procedures are initiated.""}, {""testo"": ""I bandi, gli avvisi di pre-informazione e gli avvisi relativi agli appalti aggiudicati contengono le informazioni"", ""layer"": ""L2"", ""motivo"": ""This sets a general statutory obligation on the content of procurement notices, which is characteristic of codification norms.""}, {""testo"": ""i bandi di gara sono redatti in conformità degli stessi"", ""layer"": ""L2"", ""motivo"": ""This creates a binding rule of conformity to ANAC model notices, but the provision itself remains at the level of ordinary legislative regulation rather than detailed implementation.""}]",0.0,100.0,0.0,0.0
dlgs_36_2023__articolo__84,dlgs_36_2023,dlgs_36_2023,articolo,84,ok,"[{""testo"": ""in sede di prima applicazione del codice"", ""layer"": ""L2"", ""motivo"": ""This refers to the codified legislative framework and its transitional operation, which is characteristic of a codification norm rather than a mere implementing rule.""}, {""testo"": ""secondo modalità conformi all’allegato II.7"", ""layer"": ""L3"", ""motivo"": ""The provision delegates the operational method to an annex, which functions as an implementing specification of the code.""}, {""testo"": ""con decreto del Ministro delle infrastrutture e dei trasporti"", ""layer"": ""L3"", ""motivo"": ""The reference to a ministerial decree indicates a secondary regulatory act that can replace the annex and detail application modalities.""}, {""testo"": ""I bandi, gli avvisi di pre-informazione e gli avvisi relativi agli appalti aggiudicati"", ""layer"": ""L4"", ""motivo"": ""This sets out concrete procedural categories of notices to be published, which is a detailed operational rule.""}, {""testo"": ""di importo pari o superiore alle soglie di cui all’articolo 14"", ""layer"": ""L4"", ""motivo"": ""The threshold-based trigger is a precise procedural criterion typical of operational norms.""}, {""testo"": ""trasmessi all'Ufficio delle pubblicazioni dell'Unione europea"", ""layer"": ""L4"", ""motivo"": ""This prescribes the exact transmission channel and recipient, which is a detailed procedural requirement.""}, {""testo"": ""La conferma ... vale come prova della pubblicazione"", ""layer"": ""L4"", ""motivo"": ""This establishes an evidentiary and enforcement mechanism, a classic feature of procedural-operational rules.""}, {""testo"": ""pubblicati per esteso in lingua italiana"", ""layer"": ""L4"", ""motivo"": ""This is a formal publication requirement specifying language and form.""}, {""testo"": ""Una sintesi degli elementi importanti"", ""layer"": ""L4"", ""motivo"": ""This imposes a concrete content requirement for publication, which is operational in nature.""}]",0.0,10.0,20.0,70.0
dlgs_36_2023__articolo__85,dlgs_36_2023,dlgs_36_2023,articolo,85,ok,"[{""testo"": ""sulla Banca dati nazionale dei contratti pubblici dell’ANAC"", ""layer"": ""L2"", ""motivo"": ""It identifies the statutory national procurement database as the legal publication channel, reflecting codified institutional regulation rather than mere operational detail.""}, {""testo"": ""Gli effetti giuridici degli atti oggetto di pubblicazione decorrono dalla data di pubblicazione"", ""layer"": ""L2"", ""motivo"": ""This sets a general legal rule on when legal effects begin, which is a codifying norm with substantive procedural consequences.""}, {""testo"": ""Gli avvisi e i bandi pubblicati a livello nazionale ... non contengono informazioni diverse"", ""layer"": ""L3"", ""motivo"": ""It specifies an implementing rule for how national publication must align with EU-transmitted notices, operationalizing the higher-level framework.""}, {""testo"": ""Gli avvisi indicano la data di tale trasmissione"", ""layer"": ""L3"", ""motivo"": ""This is a regulatory specification on the content of notices, typical of implementing norms that detail application requirements.""}, {""testo"": ""pubblicazione ... entro quarantotto ore"", ""layer"": ""L4"", ""motivo"": ""The 48-hour deadline is a precise procedural threshold characteristic of operational rules.""}, {""testo"": ""non contengono informazioni diverse"", ""layer"": ""L4"", ""motivo"": ""This is a formal content constraint that directly governs the drafting and publication mechanics.""}, {""testo"": ""Gli avvisi di pre-informazione ... non sono pubblicati ... prima della trasmissione"", ""layer"": ""L4"", ""motivo"": ""This establishes a concrete sequencing requirement for publication, which is a detailed procedural rule.""}, {""testo"": ""senza oneri"", ""layer"": ""L4"", ""motivo"": ""This is an operational rule on the cost regime of publication, not a general regulatory principle.""}, {""testo"": ""rendono accessibili i documenti di gara attraverso il collegamento ipertestuale"", ""layer"": ""L4"", ""motivo"": ""It prescribes a specific technical method of access and dissemination, which is a detailed implementation requirement.""}, {""testo"": ""fino al completamento della procedura di gara e all’esecuzione del contratto"", ""layer"": ""L4"", ""motivo"": ""This sets a concrete duration for availability of documents, a procedural-operational rule.""}]",0.0,15.0,25.0,60.0
