celex,hybridity_score,hybridity_std,hybridity_max,n_articles,dominant_lamf,dom,dominant_lamf_pct,most_hybrid_article,lamf_L1,lamf_L2,lamf_L3,lamf_L4,title
l_108_2021,0.6133861160853951,,0.6133861160853951,1,L4,Level 4 — Enforcement,100.0,art1,31.61592505854801,7.02576112412178,0.0,61.35831381733021,"LEGGE



		



		 	



			29

			luglio

			2021, n. 108 Conversione in legge, con modificazioni, del decreto-legge 31  maggio
2021, n. 77, recante governance del  Piano  nazionale  di  ripresa  e
resilienza  e  prime  misure   di   rafforzamento   delle   strutture
amministrative e di  accelerazion"
32014L0025,0.6117521769791896,0.21172452690570573,0.6539279075963277,110,L2,Level 2 — Operational rules,63.63636363636363,17,34.673233696546625,59.56587696889403,0.1734906315058987,5.58739870305345,
dpr_207_2010,0.6092841145562975,0.15647503719687275,0.7895907369679531,334,L1,Level 1 — Framework principles,68.26347305389223,art66,70.19368274050106,20.429403412226552,2.095808383233533,7.281105464038866,"DECRETO DEL PRESIDENTE DELLA REPUBBLICA



		



		 	



			5

			ottobre

			2010, n. 207 Regolamento di esecuzione ed attuazione del  decreto  legislativo  12

aprile 2006, n. 163, recante «Codice dei contratti pubblici  relativi

a  lavori,  servizi  e  forniture  in  attuazione   delle   diretti"
dlgs_36_2023,0.6022316992925291,0.23268575908978617,0.890259563687069,229,L2,Level 2 — Operational rules,68.5589519650655,art175,28.737604388238307,64.18908359940839,0.08466109012451561,6.988650922228786,"DECRETO LEGISLATIVO



		



		 	



			31

			marzo

			2023, n. 36 Codice dei contratti pubblici in  attuazione  dell'articolo  1  della
legge 21 giugno 2022, n. 78, recante delega al Governo in materia  di
contratti pubblici. (23G00044) note: Entrata in vigore del provvedimento: 01/04/2023 (Ultim"
l_145_2018,0.6020729964341835,0.17293924264465085,0.4790793371705788,19,L2,Level 2 — Operational rules,57.89473684210527,art5,46.69323544153951,49.24121145414281,0.0,4.06555310431768,"LEGGE



		



		 	



			30

			dicembre

			2018, n. 145 Bilancio di previsione dello Stato  per  l'anno  finanziario  2019  e
bilancio pluriennale per il triennio 2019-2021. (18G00172) note: Entrata in vigore del provvedimento: 01/01/2019, ad eccezione delle disposizioni di cui ai commi 254, 801,"
dlgs_218_2012,0.573200850226517,0.164791451789703,0.4998150876998341,10,L2,Level 2 — Operational rules,70.0,art4,30.869565217391305,64.24364232977851,0.0,4.886792452830188,"DECRETO LEGISLATIVO



		



		 	



			15

			novembre

			2012, n. 218 Disposizioni  integrative  e  correttive  al  decreto  legislativo  6
settembre 2011, n. 159, recante codice delle leggi antimafia e  delle
misure di prevenzione,  nonchè  nuove  disposizioni  in  materia  di
documentazione ant"
dlgs_97_2016,0.5574492874990256,0.21146746400457547,0.7784562637808154,44,L2,Level 2 — Operational rules,65.9090909090909,art36,28.12446395233945,66.98417391373549,0.0,4.891362133925063,"DECRETO LEGISLATIVO



		



		 	



			25

			maggio

			2016, n. 97 Revisione  e  semplificazione  delle  disposizioni  in   materia   di
prevenzione della corruzione, pubblicità e  trasparenza,  correttivo
della legge 6 novembre 2012, n. 190  e  del  decreto  legislativo  14
marzo 2013, n. 33, ai"
dl_13_2023,0.5512067766903002,0.23460106737697953,0.7122836184419605,58,L2,Level 2 — Operational rules,74.13793103448276,art33,29.199222408585953,66.6459294490541,0.036457542154033115,4.118390600205912,"DECRETO-LEGGE



		



		 	



			24

			febbraio

			2023, n. 13 Disposizioni urgenti per l'attuazione del Piano nazionale di  ripresa
e  resilienza  (PNRR)  e  del  Piano  nazionale  degli   investimenti
complementari al PNRR (PNC), nonchè per l'attuazione delle politiche
di coesione e della polit"
dlgs_209_2024,0.5003322155740093,0.1817049104169384,0.6588111198866855,97,L2,Level 2 — Operational rules,73.19587628865979,art29,24.6731748569582,72.04613112627479,0.0,3.2806940167670144,"DECRETO LEGISLATIVO



		



		 	



			31

			dicembre

			2024, n. 209 Disposizioni  integrative  e  correttive  al  codice  dei   contratti
pubblici, di cui  al  decreto  legislativo  31  marzo  2023,  n.  36.
(24G00231) note: Entrata in vigore del provvedimento: 31/12/2024 (GU n.305 del 31-12-20"
dl_135_2018,0.47007383149074944,0.22992049683834767,0.49989638148436844,12,L2,Level 2 — Operational rules,58.333333333333336,art9,35.69798738373702,64.30201261626299,0.0,0.0,"DECRETO-LEGGE



		



		 	



			14

			dicembre

			2018, n. 135 Disposizioni urgenti in materia di sostegno e semplificazione per  le
imprese e per la pubblica amministrazione. (18G00163) note: Entrata in vigore del provvedimento: 15/12/2018. Decreto-Legge convertito con modificazioni dalla L. 11"
dlgs_163_2006,0.4333905786426362,0.055211217705180365,0.46367969958741506,174,L1,Level 1 — Framework principles,75.86206896551724,art190,75.46818491065993,0.39388405485730654,23.65957739693028,0.4783536375524813,"DECRETO LEGISLATIVO



		



		 	



			12

			aprile

			2006, n. 163 Codice  dei contratti pubblici relativi a lavori, servizi e forniture

in attuazione delle direttive 2004/17/CE e 2004/18/CE. note: Entrata in vigore del decreto: 1-7-2006 (Ultimo aggiornamento all'atto pubblicato il 18/04/2019) "
dlgs_56_2017,0.3199884720517642,0.16915370276989197,0.49970553092668263,131,L2,Level 2 — Operational rules,87.78625954198473,art109,7.932772877771815,88.32951596538012,0.28637752058167676,3.4513336362663867,"DECRETO LEGISLATIVO



		



		 	



			19

			aprile

			2017, n. 56 Disposizioni integrative  e  correttive  al  decreto  legislativo  18
aprile 2016, n. 50. (17G00078) note: Entrata in vigore del provvedimento: 20/05/2017 (GU n.103 del 05-05-2017 - Suppl. Ordinario n. 22) visualizza atto intero"
dm_154_2017,0.2958363878484687,0.0,0.0,14,L1,Level 1 — Framework principles,85.71428571428571,art1,85.71428571428571,0.0,14.285714285714286,0.0,"MINISTERO DEI BENI E DELLE ATTIVITA' CULTURALI E DEL TURISMO DECRETO



		



		 	



			22

			agosto

			2017, n. 154 Regolamento concernente gli appalti pubblici di lavori riguardanti  i
beni culturali tutelati ai sensi del decreto legislativo  22  gennaio
2004, n. 42. (17G00169) note: Entrata in"
dlgs_50_2016,0.14439754975898506,0.14442628240120353,0.4990091551910687,220,L1,Level 1 — Framework principles,99.54545454545455,art105,95.42193302770362,4.147340493534981,0.0,0.43072647876141323,"DECRETO LEGISLATIVO



		



		 	



			18

			aprile

			2016, n. 50 ((Codice dei contratti pubblici)) . (16G00062) note: Entrata in vigore del provvedimento: 19/04/2016 (Ultimo aggiornamento all'atto pubblicato il 31/03/2023) (GU n.91 del 19-04-2016 - Suppl. Ordinario n. 10) visualizza atto intero"
l_120_2020,0.0,,0.0,1,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			11

			settembre

			2020, n. 120 Conversione in legge, con modificazioni, del decreto-legge 16  luglio
2020,  n.  76,  recante  misure  urgenti  per  la  semplificazione  e
l'innovazione digitale. (20G00139) note: Entrata in vigore del provvedimento: 15/09/2020 (Ultimo agg"
l_11_2016,0.0,,0.0,1,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			28

			gennaio

			2016, n. 11 Deleghe al  Governo  per  l'attuazione  delle  direttive  2014/23/UE,
2014/24/UE e 2014/25/UE del Parlamento europeo e del  Consiglio,  del
26 febbraio 2014, sull'aggiudicazione dei contratti  di  concessione,
sugli  appalti  pubblici  e  sull"
l_114_2014,0.0,,0.0,1,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			11

			agosto

			2014, n. 114 Conversione in legge, con modificazioni, del decreto-legge 24  giugno
2014, n. 90, recante misure  urgenti  per  la  semplificazione  e  la
trasparenza  amministrativa   e   per   l'efficienza   degli   uffici
giudiziari. (14G00129) note: Entr"
l_105_2025,0.0,,0.0,1,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			18

			luglio

			2025, n. 105 Conversione in legge, con modificazioni, del decreto-legge 21  maggio
2025, n. 73, recante misure  urgenti  per  garantire  la  continuità
nella realizzazione di infrastrutture strategiche e nella gestione di
contratti  pubblici,  il  corretto"
l_55_2019,0.0,,0.0,1,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			14

			giugno

			2019, n. 55 Conversione in legge, con modificazioni, del decreto-legge 18  aprile
2019, n. 32, recante disposizioni urgenti per il rilancio del settore
dei  contratti  pubblici,  per   l'accelerazione   degli   interventi
infrastrutturali,  di  rigenerazio"
l_56_2024,0.0,,0.0,1,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			29

			aprile

			2024, n. 56 Conversione in legge, con modificazioni, del  decreto-legge  2  marzo
2024, n. 19, recante ulteriori disposizioni urgenti per  l'attuazione
del Piano nazionale di ripresa e resilienza (PNRR). (24G00074) note: Entrata in vigore del provvedimento"
l_78_2022,0.0,0.0,0.0,2,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			21

			giugno

			2022, n. 78 Delega al Governo in materia di contratti pubblici. (22G00087) note: Entrata in vigore del provvedimento: 09/07/2022 (GU n.146 del 24-06-2022) visualizza atto intero"
l_98_2013,0.0,,0.0,1,L1,Level 1 — Framework principles,100.0,art1,100.0,0.0,0.0,0.0,"LEGGE



		



		 	



			9

			agosto

			2013, n. 98 Conversione in legge, con modificazioni, del decreto-legge 21  giugno
2013,  n.  69,  recante  disposizioni   urgenti   per   il   rilancio
dell'economia. (13G00140) note: Entrata in vigore del provvedimento: 21/08/2013 (GU n.194 del 20-08-2013 "
