Id,Label,title,title_status
32021L1047,32021L1047,Commission Delegated Directive (EU) 2021/1047 of 5 March 2021 amending Directive 2009/43/EC of the European Parliament and of the Council as regards the updating of the list of defence-related products in line with the updated Common Military List of the European Union of 17 February 2020 (Text with EEA relevance),ok
32022D0810R(01),32022D0810,Council Decision (CFSP) 2022/810 of 23 May 2022 amending Decision (CFSP) 2022/339 on an assistance measure under the European Peace Facility to support the Ukrainian Armed Forces,ok
32022R1214,32022R1214,Commission Delegated Regulation (EU) 2022/1214 of 9 March 2022 amending Delegated Regulation (EU) 2021/2139 as regards economic activities in certain energy sectors and Delegated Regulation (EU) 2021/2178 as regards specific public disclosures for those economic activities (Text with EEA relevance),ok
32023D0598,32023D0598,Council Decision (CFSP) 2023/598 of 14 March 2023 amending Decision (CFSP) 2021/698 to include the Union Secure Connectivity Programme,ok
32023D1336,32023D1336,Commission Implementing Decision (EU) 2023/1336 of 16 June 2023 on corrective measures to be taken by Belgium and Luxembourg regarding certain performance targets for the third reference period in accordance with Regulation (EC) No 549/2004 of the European Parliament and of the Council (notified under document C(2023)3852) Only the Dutch and French texts are authentic (Text with EEA relevance),ok
32023R0736,32023R0736,Commission Implementing Regulation (EU) 2023/736 of 31 March 2023 on the definition of the technical details of the application of the market correction mechanism to derivatives linked to virtual trading points in the Union other than the TTF,ok
32023R2779,32023R2779,Commission Delegated Regulation (EU) 2023/2779 of 6 September 2023 supplementing Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to regulatory technical standards specifying the criteria for the identification of shadow banking entities referred to in Article 394(2) of Regulation (EU) No 575/2013,ok
32024D2383,32024D2383,"Commission Decision (EU) 2024/2383 of 6 September 2024 designating the European Coordinators for the European Transport Corridors, European Railway Traffic Management System (ERTMS) and European Maritime Space (EMS) and laying down the detailed arrangements for the performance of their mission and tasks",ok
32024D2521,32024D2521,Council Decision (CFSP) 2024/2521 of 23 September 2024 on an assistance measure under the European Peace Facility to support the Army of the Republic of North Macedonia,ok
32024D2864,32024D2864,Commission Decision (EU) 2024/2864 of 24 November 2023 on SA.32179 (2014/C) – State aid measures in favour of Trenitalia SpA and FS Logistica SpA – Italy (notified under document C(2024) 7891),ok
32024O2798,32024O2798,Guideline (EU) 2024/2798 of the European Central Bank of 10 October 2024 amending Guideline (EU) 2021/831 on statistical information to be reported on financial intermediaries other than monetary financial institutions (ECB/2021/12) (ECB/2024/27),ok
32024R1679,32024R1679,"Regulation (EU) 2024/1679 of the European Parliament and of the Council of 13 June 2024 on Union guidelines for the development of the trans-European transport network, amending Regulations (EU) 2021/1153 and (EU) No 913/2010 and repealing Regulation (EU) No 1315/2013 (Text with EEA relevance)",ok
32024R2000,32024R2000,Commission Implementing Regulation (EU) 2024/2000 of 24 July 2024 amending Implementing Regulation (EU) 2020/1070 to rationalise reporting on its application and to enable the usage of active antenna systems,ok
32024R2024,32024R2024,Commission Delegated Regulation (EU) 2024/2024 of 26 July 2024 supplementing Regulation (EU) 2020/1056 by establishing the eFTI common data set and eFTI data subsets,ok
32024R2981,32024R2981,Commission Implementing Regulation (EU) 2024/2981 of 28 November 2024 laying down rules for the application of Regulation (EU) No 910/2014 of the European Parliament and the Council as regards the certification of European Digital Identity Wallets,ok
32025D0887,32025D0887,Council Decision (CFSP) 2025/887 of 12 May 2025 amending Decision (CFSP) 2019/797 concerning restrictive measures against cyber-attacks threatening the Union or its Member States,ok
31978D0154,31978D0154,,not_found
31994L0022,31994L0022,,not_found
31996L0067,31996L0067,,not_found
32001D0546,32001D0546,,not_found
32003D0790,32003D0790,,not_found
32004D0090,32004D0090,,not_found
32004D0822,32004D0822,,not_found
32004L0066,32004L0066,,not_found
32006L0038R(03),32006L0038,,not_found
32007H0078,32007H0078,,not_found
32009D0460R(01),32009D0460,,not_found
32009D0548,32009D0548,,not_found
32009D0739,32009D0739,,not_found
32010D0018(01),32010D001801,,not_found
32012H0798,32012H0798,,not_found
32012L0034R(04),32012L0034,,not_found
32012L0034R(08),32012L0034,,not_found
32012R0272,32012R0272,,not_found
32014D0524,32014D0524,,not_found
32014L0051R(04),32014L0051,,not_found
32014R1299R(03),32014R1299,,not_found
32017D0177,32017D0177,,not_found
32017D0178,32017D0178,,not_found
32017R2177,32017R2177,,not_found
32017R2459,32017R2459,,not_found
32018R1108,32018R1108,Commission Delegated Regulation (EU) 2018/1108 of 7 May 2018 supplementing Directive (EU) 2015/849 of the European Parliament and of the Council with regulatory technical standards on the criteria for the appointment of central contact points for electronic money issuers and payment service providers and with rules on their functions (Text with EEA relevance.),ok
32018R1999R(01),32018R1999,"Regulation (EU) 2018/1999 of the European Parliament and of the Council of 11 December 2018 on the Governance of the Energy Union and Climate Action, amending Regulations (EC) No 663/2009 and (EC) No 715/2009 of the European Parliament and of the Council, Directives 94/22/EC, 98/70/EC, 2009/31/EC, 2009/73/EC, 2010/31/EU, 2012/27/EU and 2013/30/EU of the European Parliament and of the Council, Council Directives 2009/119/EC and (EU) 2015/652 and repealing Regulation (EU) No 525/2013 of the European Parliament and of the Council (Text with EEA relevance.)",ok
32019D0327(01),32019D032701,,not_found
32019R0758,32019R0758,Commission Delegated Regulation (EU) 2019/758 of 31 January 2019 supplementing Directive (EU) 2015/849 of the European Parliament and of the Council with regard to regulatory technical standards for the minimum action and the type of additional measures credit and financial institutions must take to mitigate money laundering and terrorist financing risk in certain third countries (Text with EEA relevance.),ok
32019R0881R(01),32019R0881,Regulation (EU) 2019/881 of the European Parliament and of the Council of 17 April 2019 on ENISA (the European Union Agency for Cybersecurity) and on information and communications technology cybersecurity certification and repealing Regulation (EU) No 526/2013 (Cybersecurity Act) (Text with EEA relevance),ok
32019R1148R(04),32019R1148,"Regulation (EU) 2019/1148 of the European Parliament and of the Council of 20 June 2019 on the marketing and use of explosives precursors, amending Regulation (EC) No 1907/2006 and repealing Regulation (EU) No 98/2013 (Text with EEA relevance)",ok
32021D0891,32021D0891,Commission Implementing Decision (EU) 2021/891 of 2 June 2021 setting revised Union-wide performance targets for the air traffic management network for the third reference period (2020-2024) and repealing Implementing Decision (EU) 2019/903 (Text with EEA relevance),ok
32021D1428,32021D1428,Commission Decision (EU) 2021/1428 of 24 February 2020 ON THE STATE AID SA.31662 – C/2011 (ex NN/2011) implemented by Romania for Timișoara International Airport – Wizz Air (notified under document C(2021) 1065) (Only the Romanian version is authentic) (Text with EEA relevance),ok
32021R0379R(02),32021R0379,Regulation (EU) 2021/379 of the European Central Bank of 22 January 2021 on the balance sheet items of credit institutions and of the monetary financial institutions sector (recast) (ECB/2021/2),ok
32021R0453R(03),32021R0453,Commission Implementing Regulation (EU) 2021/453 of 15 March 2021 laying down implementing technical standards for the application of Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to the specific reporting requirements for market risk (Text with EEA relevance),ok
32021R0697R(01),32021R0697,Regulation (EU) 2021/697 of the European Parliament and of the Council of 29 April 2021 establishing the European Defence Fund and repealing Regulation (EU) 2018/1092 (Text with EEA relevance),ok
32022D0620(02),32022D062002,,not_found
32022D2445,32022D2445,Council Decision (CFSP) 2022/2445 of 12 December 2022 amending Decision 2012/389/CFSP on the European Union Capacity Building Mission in Somalia (EUCAP Somalia),ok
32022R0432,32022R0432,Council Implementing Regulation (EU) 2022/432 of 15 March 2022 amending Implementing Regulation (EU) No 282/2011 as regards the VAT and/or excise duty exemption certificate,ok
32023D0177,32023D0177,Commission Decision (EU) 2023/177 of 14 December 2022 on the consistency of the performance targets contained in the revised draft performance plan submitted by Germany pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council with the Union-wide performance targets for the third reference period (notified under document C(2022) 9233) (Only the English text is authentic) (Text with EEA relevance),ok
32024D03936,32024D03936,Commission Decision of 24 June 2024 on the compatibility with Union law of the measures to be taken by France pursuant to Article 14(1) of Directive 2010/13/EU of the European Parliament and of the Council,ok
32024R0298,32024R0298,Commission Delegated Regulation (EU) 2024/298 of 7 November 2023 supplementing Regulation (EU) 2019/1700 of the European Parliament and of the Council by specifying the number and the title of the variables for the 2025 ad hoc subject Energy and the environment in the income and living conditions domain,ok
32025D0799,32025D0799,Council Decision (EU) 2025/799 of 14 April 2025 establishing the position to be taken on behalf of the European Union within the Joint Committee established by the Agreement on the withdrawal of the United Kingdom of Great Britain and Northern Ireland from the European Union and the European Atomic Energy Community as regards the adoption of a decision adding a newly adopted Union act to Annex 2 to the Windsor Framework,ok
32025D1058,32025D1058,Commission Decision (EU) 2025/1058 of 19 May 2025 on the consistency of the performance targets included in the draft performance plan submitted by Italy pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council with the Union-wide performance targets for the fourth reference period of the Single European Sky performance and charging scheme (notified under document C(2025) 2928),ok
31980D1350,31980D1350,,not_found
31981D0375,31981D0375,,not_found
31984D0520,31984D0520,,not_found
31985D0069,31985D0069,,not_found
31985D0530,31985D0530,,not_found
31987H0371,31987H0371,,not_found
31989D0630,31989D0630,,not_found
31992Y0625(01),31992Y062501,,not_found
31997D0545,31997D0545,,not_found
31998D0535,31998D0535,,not_found
31998D0828(01),31998D082801,,not_found
32001D0098,32001D0098,,not_found
32002E0589R(01),32002E0589,,not_found
32002G0216(02),32002G021602,,not_found
32004D0821,32004D0821,,not_found
32006D0558,32006D0558,,not_found
32006D0951,32006D0951,,not_found
32008D0477,32008D0477,,not_found
32008E0944R(01),32008E0944,,not_found
32009D0512,32009D0512,,not_found
32009D1007,32009D1007,,not_found
32010D0462R(01),32010D0462,,not_found
32011D0519,32011D0519,,not_found
32011L0076,32011L0076,,not_found
32011R0176,32011R0176,,not_found
32012D0281(01),32012D028101,,not_found
32013A0824(01),32013A082401,,not_found
32013D0041(01),32013D004101,,not_found
32013D0233R(01),32013D0233,,not_found
32013L0048,32013L0048,,not_found
32014D0016,32014D0016,,not_found
32014D0641,32014D0641,,not_found
32014H0881R(01),32014H0881,,not_found
32014L0061,32014L0061,,not_found
32014R0275R(01),32014R0275,,not_found
32015D1780,32015D1780,,not_found
32015L2366R(01),32015L2366,,not_found
32017R2177R(01),32017R2177,,not_found
32018D0496,32018D0496,,not_found
32018L1972R(02),32018L1972,Directive (EU) 2018/1972 of the European Parliament and of the Council of 11 December 2018 establishing the European Electronic Communications Code (Recast) (Text with EEA relevance),ok
32018R1207,32018R1207,Commission Implementing Regulation (EU) 2018/1207 of 27 August 2018 concerning the classification of certain goods in the Combined Nomenclature,ok
32019D0504R(01),32019D0504,"Decision (EU) 2019/504 of the European Parliament and of the Council of 19 March 2019 on amending Directive 2012/27/EU on energy efficiency and Regulation (EU) 2018/1999 on the Governance of the Energy Union and Climate Action, by reason of the withdrawal of the United Kingdom of Great Britain and Northern Ireland from the Union (Text with EEA relevance.)",ok
32020D0414,32020D0414,Commission Implementing Decision (EU) 2020/414 of 19 March 2020 amending Implementing Decision (EU) 2019/570 as regards medical stockpiling rescEU capacities (notified under document C(2020) 1827) (Text with EEA relevance),ok
32021D0394,32021D0394,"Council Decision (CFSP) 2021/394 of 4 March 2021 amending Decision 2014/119/CFSP concerning restrictive measures directed against certain persons, entities and bodies in view of the situation in Ukraine",ok
32021D2134,32021D2134,Council Decision (CFSP) 2021/2134 of 2 December 2021 on an assistance measure under the European Peace Facility to support the Georgian Defence Forces,ok
32021R1950,32021R1950,"Commission Delegated Regulation (EU) 2021/1950 of 10 November 2021 amending Directive 2009/81/EC of the European Parliament and of the Council in respect of the thresholds for supply, service and works contracts (Text with EEA relevance)",ok
32022D0118,32022D0118,Council Decision (CFSP) 2022/118 of 27 January 2022 amending Decision 2011/72/CFSP concerning restrictive measures directed against certain persons and entities in view of the situation in Tunisia,ok
32022D0173,32022D0173,Commission Implementing Decision (EU) 2022/173 of 7 February 2022 on the harmonisation of the 900 MHz and 1800 MHz frequency bands for terrestrial systems capable of providing electronic communications services in the Union and repealing Decision 2009/766/EC (notified under document C(2022) 605) (Text with EEA relevance),ok
32022D0339R(02),32022D0339,Council Decision (CFSP) 2022/339 of 28 February 2022 on an assistance measure under the European Peace Facility to support the Ukrainian Armed Forces,ok
32022D0895,32022D0895,Council Decision (EU) 2022/895 of 24 May 2022 authorising the opening of negotiations on behalf of the European Union for a comprehensive international convention on countering the use of information and communications technologies for criminal purposes,ok
32022D1002,32022D1002,Council Decision (EU) 2022/1002 of 21 June 2022 on the position to be taken on behalf of the European Union at the extraordinary meeting on 24 June 2022 of the Energy Charter Conference under the Energy Charter Treaty,ok
32022R1032,32022R1032,Regulation (EU) 2022/1032 of the European Parliament and of the Council of 29 June 2022 amending Regulations (EU) 2017/1938 and (EC) No 715/2009 with regard to gas storage (Text with EEA relevance),ok
32022R1409,32022R1409,"Commission Implementing Regulation (EU) 2022/1409 of 18 August 2022 concerning the detailed rules on the conditions for the operation of the web service and data protection and security rules applicable to the web service, as well as measures for the development and technical implementation of the web service and repealing Implementing Regulation (EU) 2021/1224",ok
32023D0179,32023D0179,Commission Decision (EU) 2023/179 of 14 December 2022 on the consistency of the performance targets contained in the revised draft performance plan submitted by the Netherlands pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council with the Union-wide performance targets for the third reference period (notified under document C(2022) 9238) (Only the English text is authentic) (Text with EEA relevance),ok
32023D0920,32023D0920,Council Decision (CFSP) 2023/920 of 4 May 2023 on an assistance measure under the European Peace Facility to support the Georgian Defence Forces,ok
32023D1304,32023D1304,Council Decision (CFSP) 2023/1304 of 26 June 2023 amending Decision (CFSP) 2021/509 establishing a European Peace Facility,ok
32023R0706,32023R0706,Council Regulation (EU) 2023/706 of 30 March 2023 amending Regulation (EU) 2022/1369 as regards prolonging the demand-reduction period for demand-reduction measures for gas and reinforcing the reporting and monitoring of their implementation,ok
32024R2690,32024R2690,"Commission Implementing Regulation (EU) 2024/2690 of 17 October 2024 laying down rules for the application of Directive (EU) 2022/2555 as regards technical and methodological requirements of cybersecurity risk-management measures and further specification of the cases in which an incident is considered to be significant with regard to DNS service providers, TLD name registries, cloud computing service providers, data centre service providers, content delivery network providers, managed service providers, managed security service providers, providers of online market places, of online search engines and of social networking services platforms, and trust service providers",ok
32024R3144,32024R3144,Commission Implementing Regulation (EU) 2024/3144 of 18 December 2024 amending Implementing Regulation (EU) 2024/482 as regards applicable international standards and correcting that Implementing Regulation,ok
32025R0301,32025R0301,"Commission Delegated Regulation (EU) 2025/301 of 23 October 2024 supplementing Regulation (EU) 2022/2554 of the European Parliament and of the Council with regard to regulatory technical standards specifying the content and time limits for the initial notification of, and intermediate and final report on, major ICT-related incidents, and the content of the voluntary notification for significant cyber threats",ok
31971Y0119(01),31971Y011901,,not_found
31975Y0709(04),31975Y070904,,not_found
31977H0714,31977H0714,,not_found
31984H0549,31984H0549,,not_found
31989Y0720(01),31989Y072001,,not_found
31991D0251,31991D0251,,not_found
31993Y1216(01),31993Y121601,,not_found
31994D0424,31994D0424,,not_found
31996E0668,31996E0668,,not_found
31999D0645,31999D0645,,not_found
31999D0847,31999D0847,,not_found
32000D0054,32000D0054,,not_found
32000D0354R(01),32000D0354,,not_found
32005H0698,32005H0698,,not_found
32006D0771(01),32006D077101,,not_found
32007D0446,32007D0446,,not_found
32008F0909R(01),32008F0909,,not_found
32008L0096R(02),32008L0096,,not_found
32009D0460,32009D0460,,not_found
32011D0713,32011D0713,,not_found
32012D0243,32012D0243,,not_found
32012L0034,32012L0034,,not_found
32012L0034R(07),32012L0034,,not_found
32014D0276R(01),32014D0276,,not_found
32014H0881,32014H0881,,not_found
32014L0108,32014L0108,,not_found
32014R0756,32014R0756,,not_found
32016D0339,32016D0339,,not_found
32016L0970,32016L0970,,not_found
32017D0704(01),32017D070401,,not_found
32017D2315R(01),32017D2315,,not_found
32017R1084R(05),32017R1084,,not_found
32017R1354R(01),32017R1354,,not_found
32017R1485,32017R1485,,not_found
32018D0661R(01),32018D0661,,not_found
32018D0777,32018D0777,"Council Decision (EU) 2018/777 of 22 May 2018 on the position to be adopted, on behalf of the European Union, within the EEA Joint Committee concerning the amendment of Protocol 31 to the EEA Agreement, on cooperation in specific fields outside the four freedoms (budget line 02 04 77 03: ‘Preparatory action on defence research’) (Text with EEA relevance. )",ok
32018D1538,32018D1538,Commission Implementing Decision (EU) 2018/1538 of 11 October 2018 on the harmonisation of radio spectrum for use by short-range devices within the 874-876 and 915-921 MHz frequency bands (notified under document C(2018) 6535) (Text with EEA relevance.),ok
32018D1797R(02),32018D1797,Council Decision (CFSP) 2018/1797 of 19 November 2018 amending and updating Decision (CFSP) 2018/340 establishing the list of projects to be developed under PESCO,ok
32018R1999R(05),32018R1999,"Regulation (EU) 2018/1999 of the European Parliament and of the Council of 11 December 2018 on the Governance of the Energy Union and Climate Action, amending Regulations (EC) No 663/2009 and (EC) No 715/2009 of the European Parliament and of the Council, Directives 94/22/EC, 98/70/EC, 2009/31/EC, 2009/73/EC, 2010/31/EU, 2012/27/EU and 2013/30/EU of the European Parliament and of the Council, Council Directives 2009/119/EC and (EU) 2015/652 and repealing Regulation (EU) No 525/2013 of the European Parliament and of the Council (Text with EEA relevance.)",ok
32019R0505,32019R0505,"Commission Delegated Regulation (EU) 2019/505 of 19 December 2018 amending Annex I to Regulation (EC) No 184/2005 of the European Parliament and of the Council, as regards the geographical breakdown levels (Text with EEA relevance.)",ok
32020D0590,32020D0590,"Commission Implementing Decision (EU) 2020/590 of 24 April 2020 amending Decision (EU) 2019/784 as regards an update of relevant technical conditions applicable to the 24,25-27,5 GHz frequency band (notified under document C(2020) 2542) (Text with EEA relevance)",ok
32020D1479,32020D1479,Commission Implementing Decision (EU) 2020/1479 of 14 October 2020 establishing priority lists for the development of network codes and guidelines for electricity for the period from 2020 to 2023 and for gas in 2020 (Text with EEA relevance),ok
